Using device: mps
Sampling 1000 networks across 1 chunks of 1000...

--- Processing Chunk 1/1 (1000 networks) ---
Epoch 290 - Avg Loss: 0.0298, Best Loss: 0.0255
Epoch 291 - Avg Loss: 0.0299, Best Loss: 0.0255
Epoch 292 - Avg Loss: 0.0298, Best Loss: 0.0254
Epoch 293 - Avg Loss: 0.0298, Best Loss: 0.0253
Epoch 294 - Avg Loss: 0.0299, Best Loss: 0.0253
Epoch 295 - Avg Loss: 0.0299, Best Loss: 0.0252
Epoch 296 - Avg Loss: 0.0299, Best Loss: 0.0252
Epoch 297 - Avg Loss: 0.0299, Best Loss: 0.0252
Epoch 298 - Avg Loss: 0.0299, Best Loss: 0.0250
Epoch 299 - Avg Loss: 0.0298, Best Loss: 0.0250
Epoch 300 - Avg Loss: 0.0298, Best Loss: 0.0250
Epoch 301 - Avg Loss: 0.0304, Best Loss: 0.0258
Epoch 302 - Avg Loss: 0.0303, Best Loss: 0.0258
Epoch 303 - Avg Loss: 0.0302, Best Loss: 0.0257
Epoch 304 - Avg Loss: 0.0302, Best Loss: 0.0257
Epoch 305 - Avg Loss: 0.0302, Best Loss: 0.0256
Epoch 306 - Avg Loss: 0.0301, Best Loss: 0.0256
Epoch 307 - Avg Loss: 0.0301, Best Loss: 0.0258
Epoch 308 - Avg Loss: 0.0301, Best Loss: 0.0259
Epoch 309 - Avg Loss: 0.0301, Best Loss: 0.0257
Epoch 310 - Avg Loss: 0.0300, Best Loss: 0.0256
Epoch 311 - Avg Loss: 0.0300, Best Loss: 0.0255
Epoch 312 - Avg Loss: 0.0300, Best Loss: 0.0255
Epoch 313 - Avg Loss: 0.0299, Best Loss: 0.0254
Epoch 314 - Avg Loss: 0.0299, Best Loss: 0.0254
Epoch 315 - Avg Loss: 0.0299, Best Loss: 0.0254
Epoch 316 - Avg Loss: 0.0298, Best Loss: 0.0253
Epoch 317 - Avg Loss: 0.0298, Best Loss: 0.0253
Epoch 318 - Avg Loss: 0.0298, Best Loss: 0.0252
